#{"t_start": 1753633972.2405934, "env_id": "None"}
r,l,t
187.0,30,84.7801
192.0,30,84.831806
192.0,30,84.881015
50.0,1,84.882023
58.0,4,84.889684
50.0,1,84.890669
171.0,30,84.939556
58.0,4,84.947451
58.0,4,84.95496
171.0,30,85.005402
192.0,30,85.062784
171.0,30,85.110052
139.0,30,85.154642
56.0,6,85.163546
171.0,30,85.211607
57.0,2,85.213356
179.0,30,85.257084
56.0,6,85.267579
59.0,3,85.269677
187.0,30,85.313675
187.0,30,85.363474
179.0,30,85.408458
163.0,30,85.494477
59.0,3,85.502783
179.0,30,85.591767
192.0,30,85.707018
58.0,4,85.714952
171.0,30,85.833073
171.0,30,85.883711
187.0,30,85.926276
59.0,3,85.928901
192.0,30,85.982477
147.0,30,86.032537
179.0,30,86.08955
50.0,1,86.090541
50.0,1,86.095468
187.0,30,86.144624
56.0,6,86.153081
163.0,30,86.201724
58.0,4,86.209464
155.0,30,86.258511
192.0,30,86.308001
163.0,30,86.359067
57.0,2,86.361012
179.0,30,86.408703
192.0,30,86.455175
192.0,30,86.49671
147.0,30,86.543887
179.0,30,86.594386
58.0,4,86.600147
179.0,30,86.64277
192.0,30,86.689201
179.0,30,86.738297
171.0,30,86.791851
179.0,30,86.850226
171.0,30,86.909106
50.0,1,86.910044
187.0,30,86.960139
163.0,30,87.008321
59.0,3,87.015087
163.0,30,87.06474
58.0,4,87.068184
187.0,30,87.117186
163.0,30,87.16598
147.0,30,87.213345
171.0,30,87.262268
56.0,6,87.275416
57.0,5,87.283589
179.0,30,87.331812
192.0,30,87.378931
57.0,5,87.389517
171.0,30,87.439705
147.0,30,87.48788
171.0,30,87.530801
58.0,4,87.533605
59.0,3,87.539201
171.0,30,87.58569
57.0,2,87.587656
155.0,30,87.636002
57.0,5,87.644229
171.0,30,87.723988
57.0,2,87.740138
58.0,7,87.752042
187.0,30,87.912517
187.0,30,87.995163
57.0,2,88.007782
57.0,2,88.010932
155.0,30,88.083561
57.0,2,88.085439
56.0,6,88.099729
57.0,2,88.101601
187.0,30,88.149077
179.0,30,88.201402
58.0,4,88.209135
139.0,30,88.256894
163.0,30,88.304111
192.0,30,88.352517
179.0,30,88.401495
55.0,7,88.41143
147.0,30,88.461967
171.0,30,88.515337
139.0,30,88.562586
187.0,30,88.613902
187.0,30,88.660403
58.0,4,88.667652
155.0,30,88.718496
50.0,1,88.719509
171.0,30,88.780797
59.0,3,88.788718
50.0,1,88.789794
192.0,30,88.840023
58.0,4,88.847419
192.0,30,88.895792
179.0,30,88.944998
187.0,30,88.993732
57.0,2,88.995501
179.0,30,89.043709
147.0,30,89.092908
179.0,30,89.139
187.0,30,89.189402
171.0,30,89.240505
187.0,30,89.292634
192.0,30,89.342257
147.0,30,89.390409
139.0,30,89.439527
139.0,30,89.487993
50.0,1,89.488948
59.0,3,89.495358
56.0,6,89.504093
139.0,30,89.548846
56.0,6,89.562358
171.0,30,89.61253
59.0,3,89.619158
57.0,2,89.621004
123.0,30,89.671113
56.0,6,89.682302
131.0,30,89.731685
179.0,30,89.78601
58.0,4,89.790516
59.0,3,89.797458
171.0,30,89.846477
171.0,30,89.8946
192.0,30,89.943637
171.0,30,89.990099
50.0,1,89.991273
179.0,30,90.039627
171.0,30,90.090304
179.0,30,90.139233
147.0,30,90.189785
57.0,5,90.198189
57.0,5,90.206744
57.0,5,90.215137
155.0,30,90.272988
171.0,30,90.332288
139.0,30,90.411131
59.0,3,90.427306
179.0,30,90.513702
57.0,2,90.515463
147.0,30,90.62644
171.0,30,90.67356
187.0,30,90.723268
57.0,2,90.729281
155.0,30,90.783007
139.0,30,90.836005
179.0,30,90.88783
155.0,30,90.946618
163.0,30,90.995003
187.0,30,91.041721
59.0,3,91.044276
179.0,30,91.09248
192.0,30,91.14102
50.0,1,91.142049
50.0,1,91.146999
59.0,3,91.149521
59.0,3,91.156
179.0,30,91.201937
55.0,7,91.212075
155.0,30,91.257437
155.0,30,91.304939
58.0,4,91.312577
50.0,1,91.313537
179.0,30,91.363194
179.0,30,91.420047
171.0,30,91.469531
57.0,5,91.478483
179.0,30,91.527515
59.0,3,91.534196
171.0,30,91.580102
59.0,3,91.58269
171.0,30,91.629354
56.0,6,91.642577
57.0,5,91.650547
59.0,3,91.653436
59.0,3,91.660467
171.0,30,91.710503
59.0,3,91.713084
163.0,30,91.772716
58.0,4,91.781336
187.0,30,91.826954
59.0,3,91.83236
192.0,30,91.882461
50.0,1,91.883427
155.0,30,91.932596
155.0,30,91.981846
50.0,1,91.982848
163.0,30,92.032307
139.0,30,92.079981
192.0,30,92.122829
147.0,30,92.174468
187.0,30,92.233323
171.0,30,92.286291
58.0,4,92.294038
155.0,30,92.343269
155.0,30,92.394724
171.0,30,92.446092
171.0,30,92.495219
179.0,30,92.543916
59.0,3,92.550664
171.0,30,92.597774
179.0,30,92.64619
171.0,30,92.695451
187.0,30,92.742732
171.0,30,92.824614
171.0,30,92.893187
50.0,1,92.894598
192.0,30,92.971889
192.0,30,93.048982
147.0,30,93.136342
171.0,30,93.198205
163.0,30,93.251322
139.0,30,93.303328
56.0,6,93.313578
50.0,1,93.31466
179.0,30,93.369073
59.0,3,93.376895
58.0,4,93.384702
155.0,30,93.433642
187.0,30,93.484123
192.0,30,93.539697
192.0,30,93.595468
59.0,3,93.598182
155.0,30,93.647211
187.0,30,93.701253
171.0,30,93.758036
179.0,30,93.814168
163.0,30,93.863163
59.0,3,93.869862
192.0,30,93.918323
59.0,3,93.920939
179.0,30,93.970376
179.0,30,94.020175
56.0,6,94.032918
155.0,30,94.087376
179.0,30,94.130673
59.0,3,94.132769
59.0,3,94.138541
171.0,30,94.187299
50.0,1,94.188261
179.0,30,94.238589
163.0,30,94.284707
57.0,2,94.286499
187.0,30,94.335501
192.0,30,94.38591
147.0,30,94.437801
187.0,30,94.488118
187.0,30,94.540341
50.0,1,94.545569
179.0,30,94.595668
155.0,30,94.643143
192.0,30,94.690049
59.0,3,94.692188
147.0,30,94.737227
155.0,30,94.789381
187.0,30,94.841925
56.0,6,94.849726
192.0,30,94.907629
192.0,30,94.953185
139.0,30,95.014687
139.0,30,95.07076
147.0,30,95.125804
56.0,6,95.140775
58.0,4,95.144516
56.0,6,95.159676
57.0,5,95.168575
56.0,6,95.177918
59.0,3,95.180565
57.0,5,95.189615
58.0,4,95.209918
59.0,3,95.219158
56.0,6,95.235341
59.0,3,95.2467
187.0,30,95.358493
155.0,30,95.450944
59.0,3,95.453705
59.0,3,95.460817
50.0,1,95.461803
50.0,1,95.46284
192.0,30,95.557371
179.0,30,95.613775
179.0,30,95.661556
131.0,30,95.709845
179.0,30,95.757286
147.0,30,95.811702
187.0,30,95.864955
57.0,2,95.872138
171.0,30,95.923379
171.0,30,95.980564
57.0,5,95.989249
57.0,2,95.991177
192.0,30,96.051507
147.0,30,96.105688
147.0,30,96.158918
50.0,1,96.159948
171.0,30,96.217084
155.0,30,96.269311
171.0,30,96.323085
147.0,30,96.378642
57.0,5,96.387994
179.0,30,96.437968
187.0,30,96.489329
171.0,30,96.539651
147.0,30,96.58606
163.0,30,96.634765
187.0,30,96.685493
59.0,3,96.693603
59.0,3,96.696799
57.0,5,96.706841
57.0,2,96.713976
56.0,6,96.724568
59.0,3,96.731463
192.0,30,96.781799
147.0,30,96.844834
171.0,30,96.896065
187.0,30,96.946411
187.0,30,96.994047
179.0,30,97.043772
179.0,30,97.092574
192.0,30,97.140853
179.0,30,97.190907
163.0,30,97.237029
59.0,3,97.239896
59.0,3,97.24763
57.0,2,97.249696
179.0,30,97.300546
59.0,3,97.307205
187.0,30,97.352805
55.0,7,97.362697
187.0,30,97.413247
57.0,2,97.41896
171.0,30,97.467677
56.0,6,97.477131
187.0,30,97.527847
187.0,30,97.572959
147.0,30,97.621593
57.0,2,97.623571
192.0,30,97.683823
192.0,30,97.735704
187.0,30,97.789555
59.0,3,97.796931
115.0,30,97.850282
187.0,30,97.900757
192.0,30,97.960478
179.0,30,98.025085
57.0,5,98.035442
187.0,30,98.097899
58.0,4,98.108718
57.0,5,98.118605
192.0,30,98.191403
163.0,30,98.274286
179.0,30,98.334384
56.0,6,98.343709
57.0,2,98.345439
179.0,30,98.394884
187.0,30,98.44217
50.0,1,98.443147
171.0,30,98.49094
50.0,1,98.495122
57.0,2,98.496597
163.0,30,98.543297
179.0,30,98.594426
187.0,30,98.653063
57.0,2,98.654767
187.0,30,98.700406
57.0,5,98.708636
56.0,6,98.7222
147.0,30,98.763326
179.0,30,98.81481
59.0,3,98.817841
192.0,30,98.863478
187.0,30,98.911044
58.0,4,98.919084
171.0,30,98.971248
59.0,3,98.977963
58.0,4,98.981248
192.0,30,99.030898
171.0,30,99.083383
58.0,4,99.091543
58.0,4,99.09904
187.0,30,99.14847
192.0,30,99.19903
171.0,30,99.250745
147.0,30,99.296137
147.0,30,99.341754
155.0,30,99.395398
171.0,30,99.451578
187.0,30,99.502116
139.0,30,99.552284
147.0,30,99.598423
163.0,30,99.641415
171.0,30,99.691381
50.0,1,99.692345
187.0,30,99.741464
187.0,30,99.794769
187.0,30,99.84729
179.0,30,99.896585
59.0,3,99.903302
187.0,30,99.952783
171.0,30,100.002237
179.0,30,100.047847
171.0,30,100.091049
171.0,30,100.136186
171.0,30,100.184855
57.0,2,100.186613
147.0,30,100.234264
192.0,30,100.29363
171.0,30,100.342224
179.0,30,100.429289
187.0,30,100.500327
155.0,30,100.56671
59.0,3,100.579266
187.0,30,100.690155
155.0,30,100.768624
163.0,30,100.826611
171.0,30,100.877399
171.0,30,100.927787
147.0,30,100.977388
187.0,30,101.026384
59.0,3,101.029016
58.0,4,101.036887
171.0,30,101.087783
179.0,30,101.137592
155.0,30,101.187517
192.0,30,101.236869
163.0,30,101.294916
57.0,5,101.301785
59.0,3,101.307368
155.0,30,101.354843
59.0,3,101.35743
179.0,30,101.407309
171.0,30,101.453183
58.0,4,101.460839
192.0,30,101.511434
57.0,5,101.519636
187.0,30,101.567089
50.0,1,101.567962
59.0,3,101.573431
192.0,30,101.620736
163.0,30,101.669121
50.0,1,101.670104
58.0,4,101.677478
58.0,4,101.684851
179.0,30,101.734612
58.0,4,101.742088
59.0,3,101.744708
187.0,30,101.79763
187.0,30,101.847456
179.0,30,101.897848
139.0,30,101.949836
179.0,30,102.001593
59.0,3,102.00852
163.0,30,102.056494
155.0,30,102.114611
179.0,30,102.161854
139.0,30,102.212753
192.0,30,102.261578
179.0,30,102.310692
192.0,30,102.359362
59.0,3,102.361946
57.0,2,102.367936
179.0,30,102.41883
171.0,30,102.468945
179.0,30,102.518083
155.0,30,102.56557
163.0,30,102.620266
179.0,30,102.674896
58.0,4,102.68114
147.0,30,102.730099
147.0,30,102.780923
171.0,30,102.852709
50.0,1,102.853935
58.0,4,102.863268
50.0,1,102.864379
57.0,2,102.866353
155.0,30,102.930254
57.0,2,102.938227
59.0,3,102.941361
192.0,30,103.033115
59.0,3,103.042845
57.0,2,103.045093
179.0,30,103.135222
57.0,5,103.155771
147.0,30,103.23596
155.0,30,103.282915
171.0,30,103.329378
163.0,30,103.379361
50.0,1,103.380291
139.0,30,103.428244
171.0,30,103.469948
50.0,1,103.474295
192.0,30,103.520122
179.0,30,103.569311
171.0,30,103.619585
179.0,30,103.669124
57.0,5,103.677495
163.0,30,103.726997
187.0,30,103.779494
58.0,4,103.783418
155.0,30,103.837331
59.0,3,103.844676
59.0,3,103.85256
171.0,30,103.906119
57.0,2,103.908212
171.0,30,103.967492
179.0,30,104.017253
163.0,30,104.066719
192.0,30,104.113539
57.0,5,104.122206
163.0,30,104.166847
59.0,3,104.173392
179.0,30,104.216848
179.0,30,104.263173
147.0,30,104.307436
171.0,30,104.360595
147.0,30,104.410606
171.0,30,104.461373
59.0,3,104.463826
58.0,4,104.470468
179.0,30,104.516207
57.0,2,104.517664
155.0,30,104.566374
56.0,6,104.578244
59.0,3,104.580323
163.0,30,104.628163
59.0,3,104.634494
171.0,30,104.682849
139.0,30,104.736276
179.0,30,104.792508
179.0,30,104.846067
147.0,30,104.899731
58.0,4,104.90728
179.0,30,104.953398
147.0,30,105.003704
58.0,4,105.006799
58.0,4,105.013164
59.0,3,105.020283
179.0,30,105.073113
147.0,30,105.122073
59.0,3,105.124606
187.0,30,105.176017
192.0,30,105.226014
187.0,30,105.276414
187.0,30,105.324342
179.0,30,105.372489
50.0,1,105.377522
155.0,30,105.458559
187.0,30,105.524757
192.0,30,105.603277
179.0,30,105.693242
171.0,30,105.786016
139.0,30,105.839227
50.0,1,105.840182
163.0,30,105.890536
171.0,30,105.940377
59.0,3,105.942952
179.0,30,105.994567
187.0,30,106.047044
155.0,30,106.098879
192.0,30,106.145501
139.0,30,106.193252
187.0,30,106.240047
179.0,30,106.288854
59.0,3,106.295468
57.0,2,106.29716
57.0,2,106.302732
147.0,30,106.351607
57.0,2,106.353389
58.0,4,106.361358
171.0,30,106.407773
179.0,30,106.45901
147.0,30,106.511163
187.0,30,106.560349
187.0,30,106.615431
192.0,30,106.665065
57.0,5,106.673137
58.0,4,106.679807
59.0,3,106.682193
57.0,5,106.690497
139.0,30,106.734161
50.0,1,106.739326
171.0,30,106.791591
171.0,30,106.844057
59.0,3,106.846624
147.0,30,106.895554
187.0,30,106.950073
58.0,4,106.957675
187.0,30,107.002333
192.0,30,107.051405
50.0,1,107.0524
192.0,30,107.101624
155.0,30,107.152891
57.0,2,107.159204
187.0,30,107.207967
187.0,30,107.256174
58.0,4,107.258935
171.0,30,107.305336
179.0,30,107.358903
187.0,30,107.419748
171.0,30,107.470492
59.0,3,107.477362
171.0,30,107.523626
171.0,30,107.568043
147.0,30,107.616563
179.0,30,107.666476
192.0,30,107.715216
57.0,2,107.717
171.0,30,107.76665
179.0,30,107.820434
187.0,30,107.872435
179.0,30,107.924223
187.0,30,107.972424
155.0,30,108.03276
171.0,30,108.098034
50.0,1,108.10444
179.0,30,108.170191
57.0,2,108.172899
57.0,5,108.187358
187.0,30,108.261606
192.0,30,108.391927
179.0,30,108.443624
59.0,3,108.450207
171.0,30,108.50001
147.0,30,108.548939
179.0,30,108.592226
192.0,30,108.638544
57.0,2,108.640334
187.0,30,108.690326
59.0,3,108.696902
179.0,30,108.747948
192.0,30,108.802974
155.0,30,108.859308
155.0,30,108.910147
187.0,30,108.958234
179.0,30,109.008457
171.0,30,109.059082
171.0,30,109.101845
171.0,30,109.140825
59.0,3,109.142894
147.0,30,109.189634
163.0,30,109.246419
179.0,30,109.297467
139.0,30,109.34762
50.0,1,109.348614
139.0,30,109.398793
57.0,5,109.407192
192.0,30,109.458263
50.0,1,109.463527
58.0,4,109.466861
163.0,30,109.515872
179.0,30,109.563477
59.0,3,109.570059
155.0,30,109.616456
147.0,30,109.660312
179.0,30,109.704146
171.0,30,109.750084
59.0,3,109.75552
179.0,30,109.811533
179.0,30,109.862572
147.0,30,109.913213
192.0,30,109.964092
171.0,30,110.02073
192.0,30,110.078051
59.0,3,110.080179
58.0,4,110.087086
50.0,1,110.088087
171.0,30,110.134653
179.0,30,110.175765
171.0,30,110.221502
59.0,3,110.227133
192.0,30,110.272982
187.0,30,110.322069
171.0,30,110.370806
50.0,1,110.371849
57.0,5,110.380156
57.0,2,110.38187
163.0,30,110.438443
50.0,1,110.464575
59.0,3,110.467547
171.0,30,110.691488
179.0,30,110.797363
171.0,30,110.850934
57.0,2,110.857257
192.0,30,110.905955
139.0,30,110.953117
139.0,30,111.002967
147.0,30,111.065862
59.0,3,111.068883
179.0,30,111.131718
59.0,3,111.14536
187.0,30,111.205649
179.0,30,111.260168
179.0,30,111.310649
147.0,30,111.363705
139.0,30,111.416349
179.0,30,111.462757
139.0,30,111.512095
192.0,30,111.562257
147.0,30,111.607797
163.0,30,111.653339
171.0,30,111.703607
59.0,3,111.706365
163.0,30,111.756121
50.0,1,111.761422
171.0,30,111.816504
179.0,30,111.864543
59.0,3,111.867141
187.0,30,111.913224
187.0,30,111.965278
58.0,4,111.971863
59.0,3,111.978195
155.0,30,112.035797
179.0,30,112.087774
192.0,30,112.134037
57.0,2,112.135874
50.0,1,112.136832
147.0,30,112.184116
192.0,30,112.229841
187.0,30,112.278266
187.0,30,112.329079
179.0,30,112.376764
59.0,3,112.383345
171.0,30,112.432169
171.0,30,112.482815
155.0,30,112.534209
187.0,30,112.584664
59.0,3,112.587202
57.0,2,112.592859
58.0,4,112.600032
179.0,30,112.649737
59.0,3,112.6523
179.0,30,112.706673
171.0,30,112.756317
179.0,30,112.806028
187.0,30,112.864806
192.0,30,112.914797
179.0,30,112.964242
179.0,30,113.079432
179.0,30,113.150468
171.0,30,113.228632
58.0,4,113.244918
139.0,30,113.331332
59.0,3,113.34966
192.0,30,113.41298
59.0,3,113.415468
57.0,5,113.42341
192.0,30,113.471578
171.0,30,113.518268
57.0,2,113.524492
171.0,30,113.576605
179.0,30,113.622665
192.0,30,113.671053
59.0,3,113.673183
59.0,3,113.678353
59.0,3,113.680375
179.0,30,113.72552
179.0,30,113.767205
59.0,3,113.772354
155.0,30,113.829885
187.0,30,113.882912
147.0,30,113.936263
179.0,30,113.993282
171.0,30,114.045184
57.0,5,114.053396
57.0,5,114.062578
147.0,30,114.124275
59.0,3,114.131496
171.0,30,114.182834
57.0,5,114.190979
59.0,3,114.193127
147.0,30,114.237903
179.0,30,114.287332
147.0,30,114.336419
171.0,30,114.387165
59.0,3,114.395041
58.0,4,114.403712
155.0,30,114.454161
147.0,30,114.503938
147.0,30,114.549577
171.0,30,114.595061
179.0,30,114.646819
179.0,30,114.703608
139.0,30,114.753486
58.0,4,114.756743
179.0,30,114.810313
50.0,1,114.81566
57.0,2,114.817528
163.0,30,114.866112
57.0,5,114.874967
58.0,4,114.88278
57.0,5,114.891348
171.0,30,114.940799
58.0,4,114.949136
139.0,30,114.99641
59.0,3,114.999249
163.0,30,115.046114
187.0,30,115.090774
57.0,5,115.097473
192.0,30,115.140397
155.0,30,115.188971
179.0,30,115.235994
59.0,3,115.242533
179.0,30,115.301131
58.0,4,115.309893
139.0,30,115.360623
187.0,30,115.410335
179.0,30,115.466287
171.0,30,115.542205
155.0,30,115.623267
192.0,30,115.694584
59.0,3,115.697642
192.0,30,115.821883
192.0,30,115.908916
58.0,4,115.919112
58.0,4,115.929178
171.0,30,115.991201
179.0,30,116.047214
171.0,30,116.102326
50.0,1,116.103405
50.0,1,116.104355
179.0,30,116.160381
147.0,30,116.219197
171.0,30,116.271862
171.0,30,116.323518
155.0,30,116.378916
171.0,30,116.436136
58.0,4,116.443957
59.0,3,116.450754
57.0,2,116.452333
187.0,30,116.498145
139.0,30,116.548121
58.0,4,116.55619
50.0,1,116.557235
58.0,4,116.565285
57.0,2,116.567094
155.0,30,116.626602
171.0,30,116.67575
59.0,3,116.682593
192.0,30,116.732326
58.0,4,116.739712
139.0,30,116.783691
57.0,5,116.796887
192.0,30,116.846105
171.0,30,116.895522
147.0,30,116.945614
187.0,30,116.993056
59.0,3,116.995751
57.0,2,117.001556
58.0,4,117.00497
192.0,30,117.055071
58.0,4,117.062741
179.0,30,117.11359
179.0,30,117.162786
187.0,30,117.21279
192.0,30,117.259212
187.0,30,117.310622
155.0,30,117.368878
163.0,30,117.412529
187.0,30,117.474202
155.0,30,117.51941
179.0,30,117.560836
155.0,30,117.611577
139.0,30,117.66137
50.0,1,117.66233
139.0,30,117.711816
59.0,3,117.71868
58.0,4,117.726104
50.0,1,117.727078
147.0,30,117.777572
139.0,30,117.832781
179.0,30,117.882006
50.0,1,117.883011
139.0,30,118.016996
57.0,2,118.02604
171.0,30,118.106835
163.0,30,118.206618
163.0,30,118.2886
192.0,30,118.340751
58.0,4,118.34419
187.0,30,118.395174
179.0,30,118.443589
179.0,30,118.497202
155.0,30,118.546744
179.0,30,118.597558
50.0,1,118.602793
171.0,30,118.650159
57.0,5,118.657227
171.0,30,118.703677
192.0,30,118.750288
187.0,30,118.803263
171.0,30,118.855199
179.0,30,118.904135
59.0,3,118.906712
50.0,1,118.907634
155.0,30,118.958353
59.0,3,118.965073
179.0,30,119.015908
59.0,3,119.022724
147.0,30,119.073495
59.0,3,119.076242
139.0,30,119.124854
57.0,5,119.132924
139.0,30,119.182966
59.0,3,119.190153
171.0,30,119.239168
155.0,30,119.287551
59.0,3,119.290229
171.0,30,119.345364
59.0,3,119.352145
59.0,3,119.359427
187.0,30,119.406021
192.0,30,119.456374
163.0,30,119.508541
59.0,3,119.510842
59.0,3,119.51666
139.0,30,119.568271
50.0,1,119.569232
59.0,3,119.575994
171.0,30,119.624327
57.0,2,119.626153
58.0,4,119.633673
179.0,30,119.681495
155.0,30,119.730718
179.0,30,119.778174
171.0,30,119.831091
55.0,7,119.840777
179.0,30,119.882239
58.0,4,119.888559
192.0,30,119.932024
192.0,30,119.980821
187.0,30,120.027061
171.0,30,120.075734
50.0,1,120.076701
147.0,30,120.135777
58.0,4,120.145067
179.0,30,120.192702
139.0,30,120.241091
171.0,30,120.290009
192.0,30,120.343859
147.0,30,120.395015
192.0,30,120.443002
179.0,30,120.507403
171.0,30,120.565442
147.0,30,120.622974
163.0,30,120.691403
179.0,30,120.78357
57.0,2,120.78642
58.0,4,120.822328
192.0,30,120.882741
58.0,4,120.892716
50.0,1,120.89366
139.0,30,120.947073
192.0,30,121.003061
179.0,30,121.048231
171.0,30,121.103538
59.0,3,121.110808
147.0,30,121.167185
155.0,30,121.219607
59.0,3,121.222296
57.0,5,121.230837
147.0,30,121.279388
187.0,30,121.328239
179.0,30,121.375062
147.0,30,121.423845
57.0,2,121.429784
187.0,30,121.478748
179.0,30,121.529234
171.0,30,121.577343
187.0,30,121.628358
50.0,1,121.629339
163.0,30,121.677689
59.0,3,121.684035
192.0,30,121.735523
187.0,30,121.785977
171.0,30,121.841132
187.0,30,121.893409
171.0,30,121.95005
179.0,30,122.000572
171.0,30,122.043606
187.0,30,122.092665
50.0,1,122.093651
58.0,4,122.101086
171.0,30,122.146087
187.0,30,122.195241
187.0,30,122.246132
58.0,4,122.252499
179.0,30,122.299829
163.0,30,122.343894
163.0,30,122.389386
58.0,4,122.396662
163.0,30,122.448086
171.0,30,122.500146
58.0,4,122.507605
163.0,30,122.556818
187.0,30,122.606209
163.0,30,122.653176
57.0,5,122.661106
179.0,30,122.707273
147.0,30,122.765239
147.0,30,122.817476
192.0,30,122.863402
163.0,30,122.912416
147.0,30,122.961428
192.0,30,123.009553
50.0,1,123.010539
50.0,1,123.011432
179.0,30,123.128909
171.0,30,123.205833
187.0,30,123.28159
179.0,30,123.391798
192.0,30,123.439882
187.0,30,123.488347
59.0,3,123.494889
57.0,5,123.502868
192.0,30,123.553263
57.0,2,123.555054
187.0,30,123.606679
50.0,1,123.61197
179.0,30,123.66067
187.0,30,123.712301
192.0,30,123.761623
139.0,30,123.823229
50.0,1,123.824113
179.0,30,123.866251
171.0,30,123.916335
50.0,1,123.917359
171.0,30,123.967341
59.0,3,123.974151
171.0,30,124.023385
179.0,30,124.075695
179.0,30,124.127124
171.0,30,124.179134
155.0,30,124.225322
179.0,30,124.274226
179.0,30,124.323555
59.0,3,124.326185
50.0,1,124.327137
171.0,30,124.376065
58.0,4,124.383506
171.0,30,124.432559
59.0,3,124.439447
171.0,30,124.482424
179.0,30,124.526106
171.0,30,124.573781
187.0,30,124.632614
171.0,30,124.684173
139.0,30,124.726765
171.0,30,124.77228
56.0,6,124.783165
59.0,3,124.791368
57.0,2,124.7932
192.0,30,124.840343
139.0,30,124.890399
57.0,5,124.900223
187.0,30,124.951198
179.0,30,124.999706
187.0,30,125.048033
171.0,30,125.096471
59.0,3,125.1029
59.0,3,125.10536
192.0,30,125.153226
155.0,30,125.201352
192.0,30,125.247687
192.0,30,125.2966
171.0,30,125.34533
163.0,30,125.395889
171.0,30,125.494252
58.0,4,125.507825
155.0,30,125.57287
58.0,4,125.583931
192.0,30,125.668611
50.0,1,125.66957
171.0,30,125.777815
179.0,30,125.835236
179.0,30,125.883185
57.0,5,125.890213
58.0,4,125.897397
58.0,4,125.90453
179.0,30,125.955188
171.0,30,126.004109
171.0,30,126.053242
179.0,30,126.102041
50.0,1,126.102888
59.0,3,126.105074
187.0,30,126.149258
58.0,4,126.156491
59.0,3,126.162163
59.0,3,126.164274
50.0,1,126.168264
171.0,30,126.21546
50.0,1,126.216496
57.0,2,126.218242
58.0,4,126.225871
179.0,30,126.273442
171.0,30,126.3196
147.0,30,126.371058
187.0,30,126.428223
155.0,30,126.476113
187.0,30,126.525058
192.0,30,126.570209
171.0,30,126.662085
179.0,30,126.731772
192.0,30,126.796116
59.0,3,126.805088
171.0,30,126.867304
179.0,30,126.915334
171.0,30,126.967002
192.0,30,127.019014
147.0,30,127.068852
179.0,30,127.116886
171.0,30,127.166179
58.0,4,127.169664
59.0,3,127.176942
187.0,30,127.23464
163.0,30,127.283835
155.0,30,127.338794
171.0,30,127.391504
187.0,30,127.441175
59.0,3,127.448076
179.0,30,127.499256
59.0,3,127.502042
50.0,1,127.502965
192.0,30,127.554081
171.0,30,127.604675
179.0,30,127.656852
179.0,30,127.708174
58.0,4,127.716472
147.0,30,127.773572
155.0,30,127.839719
58.0,4,127.847797
171.0,30,127.903514
179.0,30,127.960729
147.0,30,128.0102
57.0,5,128.018524
179.0,30,128.067198
192.0,30,128.118092
56.0,6,128.127255
187.0,30,128.178001
163.0,30,128.319867
57.0,2,128.34682
147.0,30,128.43346
57.0,5,128.442402
171.0,30,128.540593
139.0,30,128.591975
171.0,30,128.640835
50.0,1,128.641834
179.0,30,128.690022
192.0,30,128.741987
57.0,2,128.743917
139.0,30,128.799037
171.0,30,128.848801
192.0,30,128.895609
58.0,4,128.90283
171.0,30,128.950381
58.0,4,128.958313
171.0,30,129.006409
58.0,4,129.014601
192.0,30,129.065231
179.0,30,129.115629
179.0,30,129.16567
58.0,4,129.169079
171.0,30,129.217557
57.0,5,129.226475
171.0,30,129.283387
58.0,4,129.291059
50.0,1,129.292394
59.0,3,129.298222
179.0,30,129.346761
179.0,30,129.39543
58.0,4,129.40226
147.0,30,129.448986
179.0,30,129.497337
57.0,2,129.499146
179.0,30,129.548235
57.0,5,129.555076
139.0,30,129.5974
179.0,30,129.649308
187.0,30,129.697095
192.0,30,129.744528
171.0,30,129.79701
57.0,5,129.805518
147.0,30,129.85386
179.0,30,129.905302
171.0,30,129.954837
187.0,30,130.006104
155.0,30,130.055806
171.0,30,130.11767
58.0,4,130.125179
171.0,30,130.172917
187.0,30,130.219598
187.0,30,130.271425
155.0,30,130.320262
147.0,30,130.368426
179.0,30,130.41662
58.0,4,130.42425
179.0,30,130.471992
57.0,2,130.47378
59.0,3,130.480212
179.0,30,130.528256
171.0,30,130.576447
179.0,30,130.62506
58.0,4,130.632378
59.0,3,130.638628
163.0,30,130.713151
147.0,30,130.800531
192.0,30,130.908841
57.0,5,130.917912
171.0,30,131.066585
192.0,30,131.127899
50.0,1,131.12893
147.0,30,131.184514
171.0,30,131.237998
58.0,4,131.245922
179.0,30,131.301303
58.0,4,131.30903
57.0,2,131.310789
187.0,30,131.360978
192.0,30,131.414511
147.0,30,131.462216
155.0,30,131.510903
59.0,3,131.517726
171.0,30,131.566327
171.0,30,131.616638
192.0,30,131.666125
171.0,30,131.716249
179.0,30,131.766984
163.0,30,131.819011
192.0,30,131.866353
147.0,30,131.914387
57.0,2,131.916454
171.0,30,131.968697
192.0,30,132.026914
57.0,5,132.035247
187.0,30,132.085927
58.0,4,132.094466
179.0,30,132.14237
163.0,30,132.192673
171.0,30,132.242974
155.0,30,132.293903
179.0,30,132.345837
171.0,30,132.389989
155.0,30,132.436013
171.0,30,132.485921
139.0,30,132.534922
179.0,30,132.583486
59.0,3,132.59018
59.0,3,132.59269
171.0,30,132.640238
171.0,30,132.689528
58.0,4,132.696159
187.0,30,132.744456
171.0,30,132.795796
